Student Number,Student Name,Module(s),Qualification,Year,Week,Day,Assessment(s),Marks Obtained,Attendance Rate,Canvas Activity Score,Reason for AR,Intervention,Risk Level,Resolved?,NQF Level
24855567,Student_0905,Module4,Programme2,Year1,Week5,Tue,Test1,77.8,0.66,0.35,Canvas Activity_007,Email Reminder,Medium,Yes,6
24534837,Student_0906,Module5,Programme3,Year1,Week4,Thu,Assignment2,36.2,0.93,0.93,Assessment Failure_007,Counselling,High,No,7
24404116,Student_0907,Module3,Programme2,Year1,Week6,Tue,,,1.0,0.78,None,None,Low,Yes,6
24241290,Student_0908,Module3,Programme2,Year1,Week6,Thu,,,0.92,0.99,None,None,Low,Yes,6
23731899,Student_0909,Module3,Programme2,Year1,Week3,Fri,,,0.86,0.53,Canvas Activity_007,Counselling,High,Yes,6
23283876,Student_0910,Module4,Programme2,Year1,Week9,Fri,,,0.67,0.87,Class Attendance_007,Email Reminder,Medium,No,6
23259747,Student_0911,Module1,Programme1,Year2,Week12,Mon,,,0.69,1.0,Class Attendance_007,Tutoring,Medium,Yes,5
23615650,Student_0912,Module1,Programme1,Year2,Week11,Wed,,,1.0,0.86,None,None,Low,Yes,5
23423570,Student_0913,Module2,Programme1,Year3,Week7,Thu,Test1,60.5,0.94,0.83,None,None,Low,Yes,5
23275987,Student_0914,Module4,Programme2,Year1,Week1,Mon,Assignment2,67.5,0.81,0.78,None,None,Low,Yes,6
24027512,Student_0915,Module2,Programme1,Year3,Week7,Wed,,,0.76,0.5,Canvas Activity_007,Tutoring,Medium,Yes,5
23638353,Student_0916,Module4,Programme2,Year1,Week5,Thu,,,0.52,1.0,Class Attendance_007,Email Reminder,Medium,No,6
23858158,Student_0917,Module5,Programme3,Year1,Week5,Tue,,,0.66,0.67,Class Attendance_007,Mentorship,Medium,No,7
23017640,Student_0918,Module1,Programme1,Year2,Week2,Wed,,,1.0,0.87,None,None,Low,Yes,5
23052528,Student_0919,Module4,Programme2,Year1,Week4,Fri,Assignment2,29.5,0.63,0.5,Assessment Failure_007,Tutoring,High,No,6
24873421,Student_0920,Module3,Programme2,Year1,Week12,Mon,,,0.85,0.57,Canvas Activity_007,Tutoring,Medium,Yes,6
23259214,Student_0921,Module5,Programme3,Year1,Week6,Wed,Test2,68.6,0.97,1.0,None,None,Low,Yes,7
24887646,Student_0922,Module1,Programme1,Year2,Week10,Wed,Test2,49.8,0.63,0.72,Assessment Failure_007,Escalation,High,No,5
23970240,Student_0923,Module4,Programme2,Year1,Week11,Fri,,,0.85,1.0,None,None,Low,Yes,6
23501108,Student_0924,Module4,Programme2,Year1,Week7,Thu,,,0.96,0.77,None,None,Low,Yes,6
23634421,Student_0925,Module5,Programme3,Year1,Week11,Tue,,,0.82,0.45,Canvas Activity_007,Mentorship,Medium,No,7
24417077,Student_0926,Module4,Programme2,Year1,Week5,Fri,Test2,57.9,1.0,0.94,None,None,Low,Yes,6
24772802,Student_0927,Module3,Programme2,Year1,Week9,Tue,,,0.57,0.67,Class Attendance_007,Email Reminder,Medium,Yes,6
24198735,Student_0928,Module4,Programme2,Year1,Week3,Thu,Assignment2,47.2,0.98,0.91,Assessment Failure_007,Tutoring,High,No,6
24221078,Student_0929,Module5,Programme3,Year1,Week1,Wed,Assignment1,85.4,0.79,0.78,None,None,Low,Yes,7
23155576,Student_0930,Module3,Programme2,Year1,Week4,Tue,,,0.94,0.5,Canvas Activity_007,Email Reminder,Medium,No,6
23924618,Student_0931,Module1,Programme1,Year2,Week9,Mon,,,0.89,0.81,None,None,Low,Yes,5
23865291,Student_0932,Module5,Programme3,Year1,Week4,Mon,,,0.71,1.0,None,None,Low,No,7
23886089,Student_0933,Module4,Programme2,Year1,Week2,Fri,Test2,47.3,0.85,0.87,Assessment Failure_007,Counselling,High,No,6
23928479,Student_0934,Module4,Programme2,Year1,Week10,Thu,,,0.54,0.77,Class Attendance_007,Tutoring,Medium,Yes,6
24059599,Student_0935,Module2,Programme1,Year3,Week5,Fri,Test1,86.4,0.91,0.97,None,None,Low,No,5
23545735,Student_0936,Module4,Programme2,Year1,Week3,Fri,,,0.86,0.82,None,None,Low,Yes,6
23388043,Student_0937,Module3,Programme2,Year1,Week12,Fri,Test2,50.7,0.92,0.82,None,None,Low,Yes,6
24334679,Student_0938,Module4,Programme2,Year1,Week9,Mon,Test2,14.9,0.98,0.58,Assessment Failure_007,Counselling,High,Yes,6
23066203,Student_0939,Module1,Programme1,Year2,Week4,Mon,,,0.88,0.82,None,None,Low,Yes,5
23905588,Student_0940,Module4,Programme2,Year1,Week6,Fri,,,0.84,0.97,None,None,Low,Yes,6
23160775,Student_0941,Module5,Programme3,Year1,Week2,Mon,Test2,64.4,0.69,0.63,Class Attendance_007,Escalation,High,No,7
24057913,Student_0942,Module1,Programme1,Year2,Week6,Thu,Test1,56.1,0.71,1.0,None,None,Low,Yes,5
23570715,Student_0943,Module5,Programme3,Year1,Week3,Fri,,,1.0,0.76,None,None,Low,Yes,7
24563299,Student_0944,Module3,Programme2,Year1,Week12,Mon,Test2,56.9,1.0,0.62,None,None,Low,Yes,6
24372249,Student_0945,Module5,Programme3,Year1,Week12,Tue,Test1,71.1,0.78,0.96,None,None,Low,Yes,7
23364167,Student_0946,Module4,Programme2,Year1,Week9,Fri,Assignment2,71.5,0.83,0.73,None,None,Low,Yes,6
24395385,Student_0947,Module3,Programme2,Year1,Week11,Fri,Assignment2,27.8,0.68,0.92,Assessment Failure_007,Tutoring,High,No,6
24678651,Student_0948,Module4,Programme2,Year1,Week2,Thu,,,1.0,0.73,None,None,Low,Yes,6
23687281,Student_0949,Module5,Programme3,Year1,Week12,Wed,,,0.92,0.77,None,None,Low,Yes,7
24344027,Student_0950,Module3,Programme2,Year1,Week12,Wed,,,1.0,0.87,None,None,Low,Yes,6
23420571,Student_0951,Module2,Programme1,Year3,Week9,Thu,,,0.69,0.83,Class Attendance_007,Mentorship,Medium,Yes,5
24175592,Student_0952,Module4,Programme2,Year1,Week5,Thu,,,0.76,0.42,Canvas Activity_007,Tutoring,Medium,Yes,6
23791267,Student_0953,Module4,Programme2,Year1,Week8,Thu,Test2,48.2,0.85,0.58,Assessment Failure_007,Escalation,High,Yes,6
24593023,Student_0954,Module4,Programme2,Year1,Week2,Wed,Test2,53.7,0.92,0.95,None,None,Low,Yes,6
23497562,Student_0955,Module4,Programme2,Year1,Week6,Thu,Test1,21.4,0.79,0.76,Assessment Failure_007,Escalation,High,No,6
24751541,Student_0956,Module3,Programme2,Year1,Week3,Mon,Test2,68.0,0.69,0.69,Class Attendance_007,Counselling,High,No,6
23383934,Student_0957,Module4,Programme2,Year1,Week12,Fri,,,0.95,0.54,Canvas Activity_007,Email Reminder,Medium,Yes,6
24940624,Student_0958,Module1,Programme1,Year2,Week12,Fri,,,0.93,0.59,Canvas Activity_007,Mentorship,Medium,Yes,5
24913760,Student_0959,Module3,Programme2,Year1,Week10,Tue,Assignment2,42.2,0.68,0.42,Assessment Failure_007,Tutoring,High,Yes,6
23317428,Student_0960,Module1,Programme1,Year2,Week5,Tue,,,1.0,0.76,None,None,Low,No,5
24367763,Student_0961,Module2,Programme1,Year3,Week12,Fri,,,1.0,0.67,None,None,Low,Yes,5
24042892,Student_0962,Module3,Programme2,Year1,Week8,Mon,,,0.84,0.61,None,None,Low,Yes,6
23690907,Student_0963,Module3,Programme2,Year1,Week10,Wed,,,0.83,0.77,None,None,Low,Yes,6
24932015,Student_0964,Module4,Programme2,Year1,Week1,Wed,,,0.9,0.85,None,None,Low,Yes,6
23082844,Student_0965,Module3,Programme2,Year1,Week5,Mon,,,0.69,1.0,Class Attendance_007,Tutoring,Medium,Yes,6
24600396,Student_0966,Module3,Programme2,Year1,Week3,Wed,,,0.82,0.51,Canvas Activity_007,Counselling,High,No,6
24213997,Student_0967,Module2,Programme1,Year3,Week4,Thu,,,0.5,0.99,Class Attendance_007,Tutoring,Medium,Yes,5
23122402,Student_0968,Module3,Programme2,Year1,Week2,Fri,Test1,39.1,0.95,0.96,Assessment Failure_007,Tutoring,High,No,6
24166588,Student_0969,Module2,Programme1,Year3,Week9,Fri,Assignment2,59.0,0.59,0.64,Class Attendance_007,Tutoring,Medium,No,5
23438661,Student_0970,Module1,Programme1,Year2,Week3,Mon,,,1.0,0.82,None,None,Low,Yes,5
23398929,Student_0971,Module4,Programme2,Year1,Week2,Wed,Assignment2,40.3,0.77,0.7,Assessment Failure_007,Counselling,High,No,6
23580466,Student_0972,Module4,Programme2,Year1,Week10,Tue,Test2,76.6,0.79,0.81,None,None,Low,Yes,6
23573695,Student_0973,Module4,Programme2,Year1,Week11,Tue,,,0.73,1.0,None,None,Low,Yes,6
23463556,Student_0974,Module3,Programme2,Year1,Week9,Wed,Assignment1,53.3,0.78,0.89,None,None,Low,Yes,6
23575278,Student_0975,Module3,Programme2,Year1,Week7,Tue,,,1.0,0.87,None,None,Low,Yes,6
23993176,Student_0976,Module5,Programme3,Year1,Week6,Mon,,,0.45,0.7,Class Attendance_007,Email Reminder,Medium,Yes,7
24178049,Student_0977,Module3,Programme2,Year1,Week1,Mon,,,1.0,0.51,Canvas Activity_007,Counselling,High,No,6
23983049,Student_0978,Module3,Programme2,Year1,Week5,Wed,,,0.87,0.74,None,None,Low,Yes,6
23478007,Student_0979,Module1,Programme1,Year2,Week12,Tue,Assignment1,64.3,0.64,1.0,Class Attendance_007,Tutoring,Medium,Yes,5
23844573,Student_0980,Module2,Programme1,Year3,Week11,Mon,,,0.66,0.51,Canvas Activity_007,Mentorship,Medium,No,5
24465585,Student_0981,Module3,Programme2,Year1,Week11,Mon,,,1.0,0.59,Canvas Activity_007,Tutoring,Medium,Yes,6
24367290,Student_0982,Module3,Programme2,Year1,Week3,Thu,,,0.68,0.8,Class Attendance_007,Tutoring,High,No,6
24274732,Student_0983,Module3,Programme2,Year1,Week1,Thu,Test1,80.7,0.65,0.6,Class Attendance_007,Tutoring,High,No,6
24217540,Student_0984,Module3,Programme2,Year1,Week4,Mon,Test2,45.6,0.99,0.64,Assessment Failure_007,Counselling,High,No,6
23525303,Student_0985,Module4,Programme2,Year1,Week2,Wed,,,0.87,0.7,None,None,Low,Yes,6
24110389,Student_0986,Module4,Programme2,Year1,Week2,Fri,Assignment2,67.3,0.68,0.53,Canvas Activity_007,Tutoring,High,No,6
23027712,Student_0987,Module4,Programme2,Year1,Week3,Fri,,,0.85,0.6,None,None,Low,Yes,6
24673361,Student_0988,Module4,Programme2,Year1,Week8,Mon,Test2,25.5,0.67,0.91,Assessment Failure_007,Counselling,High,No,6
24974495,Student_0989,Module5,Programme3,Year1,Week8,Mon,Assignment1,46.1,0.99,0.54,Assessment Failure_007,Tutoring,High,No,7
24815790,Student_0990,Module1,Programme1,Year2,Week12,Mon,Assignment2,56.0,0.98,0.49,Canvas Activity_007,Email Reminder,Medium,Yes,5
23112816,Student_0991,Module1,Programme1,Year2,Week7,Wed,Test2,74.7,0.9,0.67,None,None,Low,Yes,5
24177354,Student_0992,Module1,Programme1,Year2,Week6,Thu,,,0.87,0.91,None,None,Low,Yes,5
24635156,Student_0993,Module4,Programme2,Year1,Week9,Mon,,,1.0,0.74,None,None,Low,No,6
23285977,Student_0994,Module5,Programme3,Year1,Week4,Mon,Test2,36.7,0.82,0.7,Assessment Failure_007,Counselling,High,Yes,7
23135230,Student_0995,Module2,Programme1,Year3,Week12,Tue,,,0.64,0.79,Class Attendance_007,Tutoring,Medium,Yes,5
24766616,Student_0996,Module5,Programme3,Year1,Week1,Wed,Test1,85.8,0.89,0.47,Canvas Activity_007,Counselling,High,No,7
23806741,Student_0997,Module1,Programme1,Year2,Week8,Mon,,,1.0,0.87,None,None,Low,No,5
23269114,Student_0998,Module5,Programme3,Year1,Week7,Tue,Assignment1,45.7,0.67,0.85,Assessment Failure_007,Counselling,High,Yes,7
24383194,Student_0999,Module3,Programme2,Year1,Week7,Fri,,,0.77,0.71,None,None,Low,Yes,6
24004208,Student_1000,Module1,Programme1,Year2,Week3,Mon,,,0.88,0.96,None,None,Low,Yes,5
